user_id,item_id,category_id,behavior_type,timestamp,edge_weight
32349,194363,757910,pv,1511583876,0.8681255332467199
32349,53208,757910,pv,1511596072,0.8681255332467199
32349,23896,1854481,pv,1511797217,0.8856002738115915
32349,285216,1854481,pv,1511887803,0.9045586999042059
252442,179380,4018900,pv,1511792987,0.8847247677071745
252442,112849,3299155,pv,1511959025,0.9197490599301754
252442,34877,784830,pv,1511959575,0.9198673520455866
188249,165504,4533189,pv,1511705677,0.8681255332467199
188249,82811,4145813,pv,1511964209,0.9208646211781023
188249,82811,4145813,pv,1512112458,0.9533458522565915
262667,114143,3607361,pv,1511600459,0.8681255332467199
262667,249744,3607361,pv,1512007693,0.9302755150700434
262667,5661,2827444,pv,1512041302,0.9376150852275651
101320,155353,983613,pv,1511616260,0.8681255332467199
101320,265830,3673049,pv,1511616478,0.8681255332467199
101320,107309,3898483,fav,1511617802,1.7362510664934399
101320,126994,4173315,pv,1511764893,0.878931922809275
101320,220831,982926,pv,1511780561,0.8821578934963595
75813,228586,2462567,pv,1511594590,0.8681255332467199
75813,161106,3950077,pv,1511613002,0.8681255332467199
75813,135846,3422001,pv,1511949476,0.9176977167820369
136561,182146,200278,cart,1511706970,1.7362510664934399
136561,111513,1567637,pv,1511709834,0.8681255332467199
136561,275363,2520377,pv,1512224041,0.9785471144511306
35196,83354,1165503,pv,1511596156,0.8681255332467199
35196,221433,1080785,pv,1511795307,0.8852048434950883
35196,26306,2748804,fav,1511809485,1.7762887033141008
103448,120615,4789432,pv,1512197976,0.9726012840026173
103448,139222,1320293,pv,1512200588,0.9731954892352814
103448,142065,2520377,pv,1512227642,0.9793714111210647
5186,250151,2131531,pv,1511547941,0.8681255332467199
5186,290597,383749,pv,1511782284,0.882513373290442
5186,250536,3807763,pv,1511876639,0.9022004724918001
5186,67795,3616520,pv,1511959202,0.9197871268235672
24699,267136,3745824,pv,1511727976,0.8713774466261666
24699,248267,5053508,pv,1511728550,0.8714944081943102
24699,80478,1207887,pv,1512063310,0.9424525624046812
293341,88126,570735,pv,1511919338,0.9112533455490083
293341,219752,1013185,pv,1511925823,0.912636192968189
293341,131995,1320293,pv,1512035709,0.9363896756192093
293341,221809,982926,cart,1512041169,1.8751718534383712
293341,46494,570735,pv,1512043073,0.9380034402289901
186087,255044,982926,pv,1511686094,0.8681255332467199
186087,251066,4141018,pv,1511836744,0.8938233810834159
186087,272161,2858794,pv,1511922720,0.9119742543062547
269373,197198,982926,pv,1511677856,0.8681255332467199
269373,155020,2355072,pv,1511686480,0.8681255332467199
269373,236547,1320293,pv,1511698371,0.8681255332467199
269373,236547,1320293,pv,1511717018,0.8691475888344382
130113,191006,2495340,pv,1511694528,0.8681255332467199
130113,247889,982926,pv,1511765941,0.8791473326620742
130113,107621,4145813,pv,1511786427,0.8833687204866407
283831,284961,3155703,pv,1511618354,0.8681255332467199
283831,5154,941949,pv,1511665899,0.8681255332467199
283831,126765,2421366,pv,1512137520,0.9589490400956275
241148,127042,4606718,cart,1511765070,1.7579366006976511
241148,171624,4606718,cart,1511840860,1.789368083333266
241148,260941,4621949,pv,1512115011,0.9539151333505408
310119,32507,982926,pv,1512027040,0.9344934877891248
310119,111146,982926,pv,1512044843,0.9383917366629742
310119,90144,982926,pv,1512049561,0.9394275405097889
329070,132613,982926,pv,1511741476,0.8741324463296538
329070,48050,2735466,pv,1511768254,0.8796229422194006
329070,195019,2920476,pv,1511826550,0.8916953661462017
199238,11991,982926,pv,1511581186,0.8681255332467199
199238,114225,1817004,pv,1511593604,0.8681255332467199
199238,226360,982926,pv,1511757431,0.8773996803787849
331703,247790,2322896,pv,1511701697,0.8681255332467199
331703,156304,2665773,pv,1511786446,0.8833726450596474
331703,133619,1765288,pv,1512088428,0.9480041395169659
331703,36039,1849958,pv,1512126544,0.9564910605230135
84291,264195,1320293,pv,1511658349,0.8681255332467199
84291,263712,982926,pv,1511678711,0.8681255332467199
84291,206356,3607361,pv,1511775452,0.8811046745256367
84291,283824,4145813,fav,1511987105,1.8516157815736698
150575,287960,1275696,pv,1511606136,0.8681255332467199
150575,200324,965809,pv,1511696226,0.8681255332467199
150575,219017,4145813,pv,1511865966,0.899951710045058
150575,101732,2920476,pv,1511909453,0.9091495195168626
150575,157606,4339722,pv,1512005984,0.9299038406168326
275780,255205,874415,pv,1511839892,0.8944815571924375
275780,225063,721664,pv,1511849515,0.8964965170833866
275780,167290,4627820,pv,1511924051,0.9122581272794785
275780,250181,4627820,pv,1511924591,0.9123733225766498
123340,147427,1575622,pv,1511705827,0.8681255332467199
123340,4182,4756105,pv,1511968021,0.921685800639148
123340,175550,4756105,pv,1511968781,0.9218496070551871
123340,168937,1299190,pv,1512220695,0.9777818110828773
102497,233148,4756105,pv,1511883185,0.9035824701163202
102497,67996,4958794,pv,1511924435,0.91234004244119
102497,16360,4756105,pv,1511965091,0.9210545561720213
105846,117348,3607361,pv,1511590962,0.8681255332467199
105846,56270,1787510,pv,1512170207,0.9663064874256557
105846,56270,1787510,pv,1512173356,0.9670182633367113
59654,86034,2735466,pv,1511918244,0.9110202699866521
59654,121477,3607361,fav,1511918444,1.8221257506503556
59654,48232,4756105,pv,1512021641,0.9333144945060284
59654,111039,4181361,pv,1512120138,0.9550594052565686
252328,65110,3582485,pv,1511564937,0.8681255332467199
252328,102194,2577860,cart,1511605027,1.7362510664934399
252328,195985,2355072,pv,1511861955,0.899108056656028
160678,160937,3607361,pv,1511700114,0.8681255332467199
160678,288977,1320293,pv,1511700594,0.8681255332467199
160678,211778,982926,pv,1511790536,0.8842178670168142
145159,216539,3738615,pv,1511930405,0.9136145137393065
145159,2550,2520377,pv,1511955997,0.9190980804257096
145159,282142,3738615,pv,1511959185,0.9197834706128711
248614,212351,1275696,pv,1511620486,0.8681255332467199
248614,47773,1275696,pv,1511793914,0.8849165598531508
248614,250341,1275696,pv,1511879370,0.9027767866035956
43074,165845,982926,pv,1512033061,0.9358100654697439
43074,8435,982926,pv,1512033537,0.9359142287537414
43074,171056,4758477,pv,1512056419,0.9409352055343824
138628,51027,2462567,pv,1512133630,0.9580771867069849
138628,91947,1299190,pv,1512183594,0.9693360078925173
138628,69000,635704,pv,1512189648,0.9707091643396194
241130,184185,4357323,pv,1511585165,0.8681255332467199
241130,78002,2355072,pv,1511834875,0.8934328442982183
241130,285075,873792,fav,1511938240,1.8305796515126551
